DEPTH       AMP3FT       AMPAVG       AMPMAX       AMPMIN       CCL          GR           LTEN         TT3FT        
7929.0       33.1         53.2         65.9         41.7         0.0          71.3         1686.4       288.2        
7929.5       34.5         54.8         66.7         42.4         0.0          71.6         1648.4       288.2        
7930.0       36.3         57.3         65.5         49.1         0.0          62.6         1653.9       288.5        
7930.5       36.7         58.5         65.0         51.7         0.0          68.2         1648.4       288.6        
7931.0       35.2         56.6         61.6         51.9         0.0          83.8         1651.6       289.0        
7931.5       31.8         51.0         55.1         46.8         0.0          88.4         1686.4       289.5        
7932.0       29.5         47.5         52.6         43.5         0.0          87.7         1667.4       289.7        
7932.5       29.7         47.3         53.9         42.6         0.0          82.8         1644.4       289.6        
7933.0       30.0         47.1         53.4         42.0         0.0          76.2         1654.7       289.1        
7933.5       29.4         47.3         54.4         41.5         0.0          82.1         1654.7       289.2        
7934.0       30.3         48.7         54.6         43.8         0.0          104.3        1661.8       289.1        
7934.5       31.3         49.9         54.2         45.8         0.0          112.0        1684.8       288.8        
7935.0       31.7         50.2         54.1         45.5         0.0          99.3         1683.2       288.3        
7935.5       30.6         48.7         53.2         44.3         0.0          98.0         1657.1       288.2        
7936.0       28.4         45.6         50.2         41.4         0.0          113.3        1658.7       288.7        
7936.5       25.8         40.9         46.4         36.7         0.0          130.7        1652.3       289.0        
7937.0       20.6         32.6         37.9         28.8         0.0          131.7        1678.5       291.6        
7937.5       15.4         23.4         26.7         20.5         0.0          125.1        1682.4       302.6        
7938.0       12.3         16.7         19.3         13.3         0.0          127.0        1672.1       316.7        
7938.5       9.6          12.2         14.1         9.7          0.0          134.8        1650.0       328.9        
7939.0       7.8          9.9          11.8         7.5          0.0          137.8        1650.0       334.5        
7939.5       7.4          10.1         12.7         7.1          0.0          127.7        1650.0       338.7        
7940.0       7.3          10.3         13.0         7.5          0.0          106.9        1656.3       341.3        
7940.5       6.7          8.7          11.0         6.5          0.0          91.4         1673.7       340.7        
7941.0       8.3          11.3         14.1         8.2          0.0          91.4         1682.4       339.7        
7941.5       10.9         15.3         18.6         12.7         0.0          108.1        1653.1       339.1        
7942.0       15.1         21.8         24.7         19.3         0.0          125.7        1669.8       332.8        
7942.5       25.2         37.5         42.8         33.0         0.0          124.8        1672.9       311.2        
7943.0       30.0         44.7         52.8         37.4         0.0          120.6        1676.1       293.9        
7943.5       28.8         45.0         50.0         39.5         0.0          119.3        1671.3       289.6        
7944.0       27.9         43.7         50.5         37.5         0.0          112.7        1665.0       289.5        
7944.5       26.3         41.0         47.9         33.7         0.0          105.4        1655.5       290.2        
7945.0       24.6         39.3         46.4         32.5         0.0          111.2        1663.4       290.3        
7945.5       24.4         38.7         46.4         32.2         0.0          110.9        1653.1       290.1        
7946.0       23.6         37.9         44.6         32.1         0.0          102.1        1659.5       290.6        
7946.5       22.8         36.8         42.3         31.5         0.0          121.1        1672.9       291.1        
7947.0       22.1         36.1         40.5         32.0         0.0          139.0        1669.8       291.0        
7947.5       21.4         34.6         38.4         30.9         0.0          128.5        1652.3       290.3        
7948.0       21.1         33.1         36.7         29.4         0.0          110.1        1665.8       289.7        
7948.5       21.1         32.3         36.4         27.5         0.0          88.3         1652.3       289.7        
7949.0       20.3         31.6         36.5         27.3         0.0          75.5         1676.1       289.7        
7949.5       21.1         32.5         37.4         27.8         0.0          75.8         1684.0       289.3        
7950.0       23.4         35.9         41.0         31.7         0.0          88.4         1667.4       289.2        
7950.5       25.4         40.0         45.8         35.6         0.0          101.7        1643.6       289.4        
7951.0       27.2         43.9         50.2         39.1         0.0          117.5        1657.1       289.3        
7951.5       28.1         46.0         52.5         40.3         0.0          131.3        1658.7       289.2        
7952.0       27.8         45.9         52.0         40.7         0.0          131.7        1661.1       288.8        
7952.5       27.0         45.5         50.4         41.1         0.0          119.8        1690.3       288.5        
7953.0       27.2         44.8         48.2         41.3         0.0          107.7        1667.4       288.8        
7953.5       26.5         42.9         45.3         40.9         0.0          110.6        1661.1       289.2        
7954.0       26.5         43.4         45.8         41.0         0.0          121.4        1662.6       289.3        
7954.5       27.6         45.3         49.0         41.8         0.0          117.2        1656.3       289.4        
7955.0       29.7         48.5         53.8         44.4         0.0          99.4         1683.2       289.3        
7955.5       32.7         52.3         57.9         47.6         0.0          91.5         1690.3       289.0        
7956.0       33.9         54.8         59.3         50.1         0.0          104.3        1682.4       288.8        
7956.5       34.3         55.7         59.8         51.2         0.0          116.8        1654.7       288.9        
7957.0       34.2         55.7         59.4         51.2         0.0          127.9        1675.3       289.2        
7957.5       33.7         54.4         57.5         50.9         0.0          132.0        1660.3       289.1        
7958.0       32.3         52.2         55.3         49.2         0.0          127.0        1691.1       288.9        
7958.5       31.4         50.7         53.9         46.4         0.0          135.8        1685.6       288.7        
7959.0       30.5         49.1         54.2         43.8         0.0          150.2        1672.9       288.9        
7959.5       29.3         48.3         54.3         43.6         0.0          141.6        1665.8       289.5        
7960.0       28.8         47.2         50.7         43.5         0.0          114.9        1666.6       289.7        
7960.5       27.6         45.8         47.9         43.1         0.0          97.5         1665.8       289.7        
7961.0       27.0         44.7         47.5         41.4         0.0          95.8         1672.1       289.4        
7961.5       26.2         43.5         47.2         38.8         0.0          102.1        1696.7       289.4        
7962.0       24.9         41.0         44.0         36.9         0.0          105.1        1683.2       289.4        
7962.5       24.4         39.1         41.1         35.9         0.0          112.8        1654.7       289.7        
7963.0       23.9         38.9         41.2         35.6         0.0          119.6        1665.0       289.8        
7963.5       24.0         39.4         41.9         35.6         0.0          113.5        1666.6       289.5        
7964.0       25.5         41.1         44.0         37.6         0.0          109.1        1691.9       289.3        
7964.5       26.2         42.0         44.9         38.0         0.0          118.0        1691.9       289.4        
7965.0       26.4         41.6         44.2         38.4         0.0          119.6        1671.3       289.6        
7965.5       26.0         41.3         43.1         39.7         0.0          111.3        1669.8       289.7        
7966.0       26.0         42.4         44.5         40.1         0.0          105.0        1669.0       289.6        
7966.5       26.9         44.8         47.9         41.6         0.0          94.9         1655.5       289.5        
7967.0       29.1         48.0         51.4         45.2         0.0          87.0         1672.9       289.3        
7967.5       31.3         51.2         55.5         48.3         0.0          88.5         1691.9       289.2        
7968.0       32.9         53.7         58.5         50.0         0.0          84.8         1688.0       289.2        
7968.5       34.1         54.7         58.8         51.2         0.0          74.7         1659.5       289.3        
7969.0       34.8         55.1         58.7         52.1         0.0          70.8         1660.3       289.3        
7969.5       35.9         56.4         60.1         53.4         0.0          72.9         1662.6       289.2        
7970.0       36.4         58.0         62.1         53.8         0.0          78.3         1683.2       289.2        
7970.5       37.1         58.6         62.4         54.2         0.0          73.7         1694.3       289.2        
7971.0       37.1         58.3         62.4         54.1         0.0          72.1         1673.7       289.1        
7971.5       35.6         57.6         61.1         52.6         0.0          86.3         1656.3       289.2        
7972.0       36.2         58.4         62.5         53.3         0.0          98.8         1665.8       289.4        
7972.5       37.0         59.5         65.0         55.3         0.0          108.1        1657.1       289.4        
7973.0       36.6         59.2         65.7         53.9         0.0          112.7        1672.9       289.5        
7973.5       35.9         58.8         65.4         52.4         0.0          97.0         1677.7       289.7        
7974.0       34.8         57.9         63.3         52.5         0.0          73.0         1659.5       289.9        
7974.5       34.3         57.3         62.6         52.7         0.0          76.5         1666.6       289.7        
7975.0       35.0         57.7         62.3         52.8         0.0          106.3        1667.4       289.4        
7975.5       35.6         57.6         63.1         52.5         0.0          125.3        1661.1       289.3        
7976.0       35.4         57.3         62.8         52.6         0.0          127.8        1680.0       289.2        
7976.5       34.4         55.8         60.4         51.2         0.0          123.8        1689.5       289.3        
7977.0       33.8         54.6         58.6         50.6         0.0          108.9        1678.5       289.4        
7977.5       33.9         54.9         58.4         51.1         0.0          97.8         1658.7       289.4        
7978.0       33.7         54.5         57.7         50.0         0.0          87.2         1663.4       289.3        
7978.5       33.9         54.6         57.2         50.9         0.0          77.6         1657.9       289.2        
7979.0       33.0         53.4         55.8         50.7         0.0          75.5         1685.6       289.0        
7979.5       31.8         50.0         51.7         46.3         0.0          78.8         1691.1       289.0        
7980.0       31.6         48.5         51.3         45.3         0.0          80.9         1664.2       289.1        
7980.5       31.3         49.8         53.8         45.4         0.0          74.9         1669.0       289.7        
7981.0       30.7         49.6         54.6         45.9         0.0          71.8         1663.4       291.6        
7981.5       27.9         45.9         50.4         41.8         0.0          80.2         1666.6       300.2        
7982.0       27.6         44.7         49.2         37.7         0.0          73.5         1684.8       303.8        
7982.5       23.2         35.5         39.2         28.1         0.0          58.1         1697.5       299.4        
7983.0       19.8         30.6         34.0         26.4         0.0          66.0         1689.5       298.1        
7983.5       18.7         29.7         32.7         26.9         0.0          80.1         1657.1       298.5        
7984.0       19.9         30.9         34.7         26.6         0.0          77.2         1665.8       299.5        
7984.5       27.5         42.5         48.4         34.2         0.0          67.2         1669.8       301.0        
7985.0       27.1         43.4         50.5         37.2         0.0          65.1         1696.7       302.3        
7985.5       25.3         42.7         51.9         38.1         0.0          77.4         1689.5       294.4        
7986.0       26.5         44.3         50.8         39.4         0.0          86.1         1669.0       290.4        
7986.5       27.8         45.3         50.9         39.7         0.0          76.4         1661.8       289.8        
7987.0       29.6         47.6         54.4         41.5         0.0          74.0         1661.8       289.4        
7987.5       30.5         49.4         56.3         42.8         0.0          83.3         1666.6       289.3        
7988.0       30.2         49.7         55.8         42.9         0.0          93.7         1681.6       289.3        
7988.5       30.1         49.2         55.0         42.8         0.0          102.3        1681.6       289.3        
7989.0       30.6         49.8         56.3         43.0         0.0          96.5         1654.7       289.4        
7989.5       30.9         49.5         55.9         42.7         0.0          86.5         1665.8       289.3        
7990.0       30.2         48.3         54.9         41.3         0.0          90.0         1654.7       289.4        
7990.5       30.0         48.3         55.5         40.5         0.0          83.7         1669.0       289.8        
7991.0       30.3         48.9         57.7         41.8         0.0          69.6         1687.2       289.6        
7991.5       31.4         50.8         59.9         44.0         0.0          63.8         1692.7       289.4        
7992.0       32.5         52.8         61.0         45.4         0.0          69.9         1672.9       289.4        
7992.5       33.6         54.3         61.4         46.7         0.0          77.4         1660.3       289.3        
7993.0       34.5         55.6         62.9         48.3         0.0          75.5         1669.0       289.2        
7993.5       35.6         57.3         65.9         50.0         0.0          80.6         1661.1       289.4        
7994.0       36.3         58.9         66.6         51.0         0.0          87.5         1676.9       289.5        
7994.5       36.9         59.8         66.7         52.1         0.0          91.6         1680.8       289.3        
7995.0       36.9         59.7         66.8         52.6         0.0          96.9         1665.8       289.2        
7995.5       36.2         58.6         65.7         52.0         0.0          97.1         1665.8       289.2        
7996.0       35.2         57.7         64.7         50.5         0.0          93.0         1665.8       289.3        
7996.5       34.5         57.1         64.5         49.5         0.0          85.2         1671.3       289.4        
7997.0       35.6         58.0         66.4         49.9         0.0          94.9         1688.0       289.3        
7997.5       36.0         58.6         67.1         50.5         0.0          151.5        1688.0       289.2        
7998.0       36.6         58.2         67.3         50.3         0.0          238.6        1678.5       288.8        
7998.5       36.2         56.2         64.9         49.4         0.0          337.5        1664.2       288.8        
7999.0       35.6         54.8         63.4         48.4         0.0          456.4        1673.7       289.0        
7999.5       35.0         55.8         64.4         48.8         0.0          508.4        1670.6       289.4        
8000.0       33.6         54.5         62.8         47.8         0.0          393.9        1684.0       289.5        
8000.5       31.9         51.5         59.4         44.8         0.0          239.3        1688.8       289.4        
8001.0       29.7         47.3         55.6         41.5         0.0          166.9        1664.2       289.4        
8001.5       27.3         43.2         50.4         39.0         0.0          152.3        1668.2       289.5        
8002.0       25.9         41.3         47.7         36.6         0.0          156.6        1665.8       289.6        
8002.5       25.4         39.9         46.5         34.7         0.0          161.9        1668.2       289.6        
8003.0       26.3         40.0         47.4         34.6         0.0          156.5        1687.2       290.0        
8003.5       27.0         41.3         49.5         35.3         0.0          136.8        1690.3       290.2        
8004.0       27.5         43.4         50.5         37.4         0.0          121.9        1681.6       289.9        
8004.5       28.4         45.3         51.5         40.3         0.0          122.2        1676.9       289.4        
8005.0       28.5         45.2         51.2         41.4         0.0          146.1        1665.0       289.1        
8005.5       27.1         42.8         48.1         39.3         0.0          171.8        1679.3       289.0        
8006.0       25.8         41.0         46.1         37.2         0.0          177.3        1692.7       289.5        
8006.5       25.3         39.9         45.2         35.7         0.0          161.9        1698.2       289.6        
8007.0       23.4         36.6         42.4         31.2         0.0          136.6        1665.8       289.7        
8007.5       20.0         31.2         37.6         25.4         0.0          123.4        1669.8       290.5        
8008.0       17.6         26.9         32.3         21.1         0.0          131.2        1669.0       291.4        
8008.5       16.1         25.3         28.6         21.2         0.0          159.0        1669.0       292.2        
8009.0       16.0         25.7         28.2         23.7         0.0          176.3        1680.8       291.9        
8009.5       16.8         27.0         28.8         25.8         0.0          175.8        1685.6       291.3        
8010.0       18.0         28.7         29.7         27.5         0.0          186.5        1660.3       291.1        
8010.5       19.5         30.7         32.3         28.9         0.0          190.6        1658.7       290.8        
8011.0       21.2         34.4         37.9         30.7         0.0          171.9        1658.7       290.4        
8011.5       21.9         36.5         42.0         30.3         0.0          168.4        1669.0       290.6        
8012.0       21.1         35.4         42.3         28.3         0.0          180.3        1689.5       290.5        
8012.5       20.5         34.7         41.4         28.0         0.0          175.8        1695.1       290.2        
8013.0       21.1         34.7         39.6         29.2         0.0          161.3        1676.1       289.7        
8013.5       21.7         34.7         38.8         31.2         0.0          142.1        1674.5       289.7        
8014.0       22.9         35.7         39.5         32.3         0.0          118.9        1671.3       289.9        
8014.5       24.8         38.3         41.9         34.7         0.0          99.2         1675.3       289.6        
8015.0       26.7         42.0         46.3         37.7         0.0          90.7         1699.8       289.5        
8015.5       28.4         45.2         51.2         40.2         0.0          104.2        1690.3       289.8        
8016.0       28.5         44.8         52.0         38.7         0.0          141.2        1665.8       289.4        
8016.5       26.9         42.0         47.7         35.3         0.0          176.9        1672.1       288.9        
8017.0       26.6         40.8         47.3         33.9         0.0          166.8        1671.3       288.6        
8017.5       27.6         42.9         51.2         35.9         0.0          128.6        1679.3       289.0        
8018.0       27.3         43.4         51.3         37.0         0.0          108.8        1705.4       289.6        
8018.5       25.3         40.2         48.0         32.6         0.0          107.5        1704.6       290.2        
8019.0       23.3         37.5         45.6         30.0         0.0          113.0        1688.0       290.3        
8019.5       21.9         35.2         41.8         28.3         0.0          135.5        1681.6       290.5        
8020.0       20.4         32.0         38.8         25.3         0.0          170.2        1691.9       291.2        
8020.5       19.7         30.4         37.5         23.5         0.0          176.4        1697.5       291.0        
8021.0       19.2         29.5         36.7         22.9         0.0          159.6        1714.9       290.4        
8021.5       19.1         29.9         36.8         24.2         0.0          156.9        1708.5       290.4        
8022.0       20.0         31.9         39.0         25.7         0.0          165.6        1669.8       290.9        
8022.5       21.1         34.2         41.8         28.0         0.0          161.9        1680.0       290.5        
8023.0       21.2         35.2         42.8         28.4         0.0          152.0        1678.5       290.3        
8023.5       20.0         33.2         40.6         26.5         0.0          149.4        1677.7       291.9        
8024.0       22.0         35.4         44.2         27.1         0.0          139.7        1702.2       296.0        
8024.5       21.0         33.0         40.5         26.2         0.0          131.8        1707.0       310.5        
8025.0       15.6         24.0         29.2         19.8         0.0          131.0        1689.5       318.5        
8025.5       15.2         23.6         28.5         19.5         -2.0         133.3        1684.0       305.5        
8026.0       15.8         24.3         29.2         19.9         0.0          137.0        1669.8       304.2        
8026.5       19.0         29.9         35.0         25.4         0.0          140.3        1688.8       309.9        
8027.0       25.2         40.4         47.4         34.4         0.0          158.8        1700.6       301.3        
8027.5       25.1         39.7         46.7         34.4         0.0          180.3        1704.6       293.5        
8028.0       26.0         41.6         48.3         35.6         0.0          169.5        1678.5       290.4        
8028.5       26.3         42.3         50.4         36.3         0.0          148.3        1680.0       289.8        
8029.0       26.0         42.1         50.5         36.0         0.0          154.6        1672.9       289.7        
8029.5       26.2         42.1         50.2         36.0         0.0          157.5        1670.6       289.6        
8030.0       25.8         43.0         51.5         36.6         0.0          143.8        1686.4       289.6        
8030.5       25.2         43.0         49.9         36.7         0.0          139.8        1674.5       289.8        
8031.0       25.8         41.9         50.3         35.5         0.0          137.6        1668.2       289.4        
8031.5       25.6         40.8         48.0         34.3         0.0          131.4        1669.8       289.2        
8032.0       25.5         40.2         48.7         33.4         0.0          139.8        1669.8       289.4        
8032.5       25.6         40.4         48.7         32.4         0.0          150.8        1679.3       289.5        
8033.0       24.5         39.5         48.4         31.3         0.0          143.8        1678.5       289.6        
8033.5       24.1         38.9         46.7         31.3         0.0          144.2        1665.8       289.7        
8034.0       24.9         39.6         46.9         32.9         0.0          173.7        1668.2       289.8        
8034.5       24.4         39.6         47.9         33.3         0.0          211.5        1677.7       289.9        
8035.0       23.9         37.8         45.7         31.1         0.0          234.4        1672.1       289.9        
8035.5       23.4         36.9         44.5         29.9         0.0          240.6        1691.1       289.9        
8036.0       23.4         37.3         45.5         29.6         0.0          222.5        1693.5       290.0        
8036.5       23.8         37.7         46.3         29.8         0.0          196.2        1688.0       289.8        
8037.0       23.6         36.9         46.2         29.1         0.0          188.3        1669.0       289.8        
8037.5       22.2         34.5         42.9         27.2         0.0          208.7        1680.0       289.8        
8038.0       18.4         29.1         35.8         22.8         0.0          273.2        1681.6       292.8        
8038.5       14.1         22.0         27.2         17.6         0.0          364.4        1680.0       307.0        
8039.0       11.0         16.9         20.7         14.3         0.0          419.0        1699.0       326.5        
8039.5       10.3         15.2         18.7         12.6         0.0          369.6        1688.8       333.0        
8040.0       10.4         16.4         19.3         14.1         0.0          241.8        1675.3       329.6        
8040.5       11.5         17.8         20.3         14.4         0.0          155.5        1674.5       323.1        
8041.0       12.6         18.7         21.5         15.5         0.0          129.6        1683.2       326.3        
8041.5       14.0         20.4         23.0         16.7         0.0          125.0        1692.7       317.1        
8042.0       15.7         20.2         22.5         17.0         0.0          134.6        1702.2       304.4        
8042.5       12.0         15.5         17.5         12.4         0.0          147.2        1696.7       319.8        
8043.0       7.7          10.9         13.5         7.5          0.0          158.4        1664.2       335.4        
8043.5       6.6          7.7          9.0          5.2          0.0          162.4        1678.5       347.6        
8044.0       5.9          6.6          8.2          5.2          0.0          143.7        1673.7       382.0        
8044.5       5.9          6.2          8.5          4.8          0.0          116.9        1674.5       414.4        
8045.0       5.5          6.1          8.5          4.9          0.0          117.3        1691.9       420.5        
8045.5       6.2          7.1          8.8          5.8          0.0          131.7        1699.8       382.8        
8046.0       7.9          8.8          10.1         7.0          0.0          137.0        1670.6       343.5        
8046.5       9.3          11.5         13.0         9.3          0.0          143.7        1669.8       333.3        
8047.0       12.1         16.5         18.6         12.4         0.0          144.9        1676.9       318.6        
8047.5       15.5         22.6         26.8         17.0         0.0          141.7        1698.2       298.5        
8048.0       18.0         27.8         33.3         22.9         0.0          133.9        1702.2       292.2        
8048.5       19.3         30.6         34.7         26.3         0.0          117.9        1695.9       291.7        
8049.0       19.4         31.2         36.6         25.8         0.0          109.5        1676.9       291.7        
8049.5       19.9         31.9         37.1         26.8         0.0          108.6        1684.0       291.4        
8050.0       21.5         34.3         39.3         29.3         0.0          110.4        1677.7       290.9        
8050.5       23.5         37.0         42.4         32.6         0.0          123.6        1685.6       290.5        
8051.0       23.8         38.1         43.6         34.3         0.0          147.1        1704.6       290.3        
8051.5       23.3         37.1         42.0         33.5         0.0          154.4        1670.6       290.4        
8052.0       22.6         35.8         40.2         32.1         0.0          147.2        1669.0       290.7        
8052.5       22.7         36.5         41.0         32.6         0.0          150.9        1675.3       290.6        
8053.0       23.1         37.0         42.0         32.9         0.0          148.1        1666.6       290.7        
8053.5       22.3         35.5         40.2         31.1         0.0          133.8        1689.5       290.9        
8054.0       21.7         33.4         37.1         29.2         0.0          134.9        1699.8       291.2        
8054.5       20.8         31.9         36.3         28.3         0.0          139.4        1694.3       291.8        
8055.0       20.4         32.5         37.2         29.1         0.0          148.2        1672.9       291.8        
8055.5       20.6         32.6         36.7         28.8         0.0          173.0        1682.4       291.7        
8056.0       20.0         30.9         34.3         27.4         0.0          196.1        1705.4       291.8        
8056.5       19.0         29.6         32.7         26.6         0.0          191.2        1707.7       292.4        
8057.0       18.3         28.6         32.1         24.6         0.0          165.6        1700.6       292.6        
8057.5       18.9         28.6         32.8         24.7         0.0          145.8        1686.4       292.1        
8058.0       18.4         28.5         33.4         23.1         0.0          141.4        1681.6       291.9        
8058.5       18.1         27.6         32.6         21.6         0.0          149.4        1672.9       291.9        
8059.0       18.4         27.9         33.2         22.2         0.0          163.8        1678.5       291.7        
8059.5       18.5         30.1         34.6         26.4         0.0          169.1        1690.3       291.6        
8060.0       20.3         32.8         36.3         30.2         0.0          162.9        1700.6       291.4        
8060.5       21.7         34.3         37.1         32.0         0.0          157.1        1696.7       291.0        
8061.0       21.2         34.2         35.8         32.5         0.0          149.8        1675.3       291.0        
8061.5       21.5         35.0         37.1         33.2         0.0          140.8        1677.7       290.7        
8062.0       21.8         35.3         38.2         31.8         0.0          135.3        1680.0       290.2        
8062.5       21.6         34.9         38.9         30.0         0.0          131.6        1711.7       290.5        
8063.0       22.0         35.5         42.1         29.1         0.0          126.7        1709.3       290.9        
8063.5       24.1         38.3         44.5         32.2         0.0          115.8        1691.9       290.4        
8064.0       27.0         42.7         47.8         37.8         0.0          102.9        1683.2       289.8        
8064.5       29.8         45.5         50.3         41.7         0.0          99.7         1685.6       289.7        
8065.0       27.6         42.7         47.6         38.3         0.0          103.8        1685.6       294.0        
8065.5       24.0         38.7         42.8         36.0         0.0          131.5        1697.5       304.1        
8066.0       22.6         35.7         38.9         33.4         0.0          186.5        1710.9       309.3        
8066.5       16.6         25.0         27.6         23.0         0.0          231.8        1673.7       309.8        
8067.0       14.4         21.9         25.2         20.1         -2.0         259.3        1677.7       315.3        
8067.5       11.5         18.4         20.6         16.3         0.0          262.9        1673.7       333.7        
8068.0       10.4         16.6         19.5         15.0         0.0          228.7        1680.8       338.3        
8068.5       12.1         18.6         21.6         16.8         0.0          188.9        1702.2       331.7        
8069.0       10.5         14.9         16.5         12.5         0.0          174.5        1703.8       333.5        
8069.5       8.5          11.7         13.4         8.9          0.0          177.3        1691.9       334.7        
8070.0       8.7          11.6         13.3         8.9          0.0          187.5        1671.3       334.4        
8070.5       9.7          13.4         14.9         10.8         0.0          194.6        1681.6       333.9        
8071.0       10.8         15.7         16.9         12.7         0.0          180.7        1680.8       333.2        
8071.5       11.8         17.6         19.6         15.5         0.0          162.6        1691.1       330.7        
8072.0       13.6         20.7         22.6         17.9         0.0          156.5        1697.5       317.3        
8072.5       17.4         25.6         30.1         20.8         0.0          154.5        1679.3       297.6        
8073.0       20.1         30.8         36.2         26.4         0.0          157.5        1676.9       291.3        
8073.5       21.2         33.9         38.4         29.3         0.0          171.6        1677.7       290.6        
8074.0       24.2         38.4         43.6         34.1         0.0          172.6        1677.7       290.1        
8074.5       29.9         47.8         53.7         42.6         0.0          149.5        1688.8       289.5        
8075.0       33.5         54.2         61.0         47.7         0.0          138.4        1695.9       289.5        
8075.5       33.3         54.6         61.8         48.5         0.0          144.9        1692.7       289.9        
8076.0       32.5         53.4         60.1         47.3         0.0          151.0        1677.7       290.1        
8076.5       30.9         50.7         56.2         46.0         0.0          157.4        1686.4       290.4        
8077.0       29.4         47.8         53.3         43.1         0.0          174.3        1688.0       290.4        
8077.5       29.2         46.9         52.6         41.9         0.0          187.0        1705.4       290.0        
8078.0       28.7         46.3         51.0         41.7         0.0          180.1        1703.8       289.9        
8078.5       27.8         45.3         49.3         40.3         0.0          161.4        1683.2       290.1        
8079.0       28.0         44.3         48.4         39.0         0.0          142.0        1681.6       290.1        
8079.5       28.0         44.1         50.2         39.0         0.0          135.8        1681.6       289.8        
8080.0       27.1         44.5         51.2         39.2         0.0          150.4        1681.6       289.7        
8080.5       27.1         44.1         51.9         38.2         0.0          160.2        1699.8       289.6        
8081.0       27.5         43.9         51.4         37.3         0.0          147.4        1703.8       289.7        
8081.5       27.4         44.8         52.1         37.1         0.0          135.8        1700.6       290.0        
8082.0       28.1         45.4         52.4         38.1         0.0          142.1        1682.4       290.0        
8082.5       27.1         43.9         50.4         38.7         0.0          164.5        1685.6       289.8        
8083.0       23.9         39.0         44.5         34.5         0.0          177.7        1693.5       290.1        
8083.5       19.9         32.0         36.6         28.0         0.0          162.0        1706.2       291.1        
8084.0       17.3         27.1         32.4         21.0         0.0          139.5        1707.7       292.3        
8084.5       16.0         25.7         31.4         19.6         0.0          137.2        1689.5       293.1        
8085.0       16.8         27.8         33.4         22.8         0.0          134.9        1688.8       292.7        
8085.5       19.4         32.0         37.3         27.4         0.0          110.8        1693.5       291.4        
8086.0       21.4         38.2         45.2         34.0         0.0          89.5         1691.1       290.8        
8086.5       26.4         46.4         54.4         41.7         0.0          78.1         1705.4       290.2        
8087.0       32.2         53.1         59.9         47.1         0.0          74.5         1714.1       289.3        
8087.5       33.8         54.4         61.4         48.4         0.0          79.8         1684.0       289.1        
8088.0       32.5         52.4         58.9         47.8         0.0          85.2         1691.1       289.4        
8088.5       30.5         49.5         56.0         44.8         0.0          92.9         1691.1       289.6        
8089.0       28.0         45.2         50.3         40.2         0.0          109.2        1692.7       289.7        
8089.5       24.3         39.6         43.0         35.7         0.0          117.0        1713.3       289.8        
8090.0       21.6         34.5         37.4         32.5         0.0          122.2        1711.7       290.1        
8090.5       19.2         30.8         34.4         26.9         0.0          133.3        1694.3       290.9        
8091.0       18.5         29.7         33.5         25.3         0.0          136.9        1685.6       290.7        
8091.5       17.8         28.3         31.6         25.3         0.0          142.4        1685.6       290.4        
8092.0       17.5         27.3         30.4         24.2         0.0          154.0        1685.6       290.7        
8092.5       18.5         27.1         30.1         24.3         0.0          152.2        1713.3       290.8        
8093.0       16.8         25.0         27.1         21.9         0.0          150.7        1716.5       296.6        
8093.5       13.4         20.8         23.5         16.7         0.0          163.3        1688.0       315.7        
8094.0       10.7         16.5         21.4         12.0         0.0          170.6        1687.2       329.1        
8094.5       8.8          12.9         15.5         10.1         0.0          171.8        1682.4       332.3        
8095.0       7.4          10.0         12.8         7.2          0.0          166.1        1684.8       334.5        
8095.5       6.2          8.1          9.5          5.9          0.0          160.8        1714.1       335.7        
8096.0       6.2          8.4          10.0         6.3          0.0          163.9        1714.9       336.1        
8096.5       7.0          9.4          11.4         7.4          0.0          167.1        1701.4       335.9        
8097.0       7.7          10.7         12.7         8.9          0.0          181.4        1685.6       334.7        
8097.5       9.2          13.5         15.8         11.5         0.0          199.5        1689.5       331.1        
8098.0       12.1         18.1         21.8         15.9         0.0          221.5        1695.1       318.3        
8098.5       13.6         20.3         23.5         18.1         0.0          222.1        1708.5       305.9        
8099.0       12.6         19.0         22.0         16.5         0.0          192.3        1709.3       318.2        
8099.5       11.6         17.0         20.5         13.6         0.0          174.3        1686.4       329.8        
8100.0       10.5         15.1         17.5         12.4         0.0          180.1        1688.8       331.5        
8100.5       9.3          13.4         15.3         11.2         0.0          181.2        1688.8       331.3        
8101.0       9.0          13.1         15.4         10.8         0.0          170.1        1691.1       331.2        
8101.5       8.9          14.1         17.1         11.6         0.0          163.2        1699.8       331.4        
8102.0       10.2         16.1         20.3         13.8         0.0          143.4        1699.8       329.2        
8102.5       12.6         20.0         25.4         15.2         0.0          117.0        1689.5       316.5        
8103.0       15.6         25.0         30.4         19.0         0.0          109.5        1699.0       297.7        
8103.5       18.5         29.2         33.6         25.2         0.0          104.2        1689.5       291.1        
8104.0       21.6         33.9         38.0         29.5         0.0          114.6        1699.0       290.0        
8104.5       23.9         37.9         41.8         34.3         0.0          141.6        1714.1       290.0        
8105.0       23.9         37.6         41.5         34.6         0.0          153.2        1718.8       290.0        
8105.5       23.8         36.9         41.4         33.5         0.0          149.6        1702.2       289.8        
8106.0       23.6         37.0         40.7         34.2         0.0          132.7        1694.3       289.8        
8106.5       24.7         39.4         41.5         36.9         0.0          112.5        1698.2       289.8        
8107.0       28.5         45.5         47.8         43.6         0.0          97.3         1688.0       290.1        
