DEPTH       AMP3FT       AMPAVG       AMPMAX       AMPMIN       CCL          GR           LTEN         TT3FT        
5079.5       7.7          11.5         12.8         10.4         0.0          109.0        1113.4       336.2        
5080.0       7.3          11.4         12.3         10.3         0.0          114.6        1100.8       336.5        
5080.5       7.9          11.2         12.9         9.3          0.0          131.0        1119.0       336.3        
5081.0       8.0          11.3         11.9         9.7          0.0          143.2        1129.2       336.0        
5081.5       8.4          11.3         12.4         10.3         0.0          137.8        1130.8       336.2        
5082.0       8.5          11.7         12.6         10.5         0.0          124.1        1101.5       336.5        
5082.5       8.0          11.6         12.9         10.1         0.0          121.9        1127.7       336.4        
5083.0       8.3          11.7         12.4         10.9         0.0          135.4        1108.7       336.1        
5083.5       8.3          12.0         13.0         11.1         0.0          146.6        1115.0       336.1        
5084.0       8.5          12.3         14.3         11.1         0.0          144.6        1124.5       336.4        
5084.5       9.4          12.3         15.2         10.7         0.0          142.4        1119.7       336.4        
5085.0       9.1          12.0         15.0         10.4         0.0          139.2        1108.7       336.1        
5085.5       8.3          12.2         13.7         10.2         0.0          133.5        1122.1       335.7        
5086.0       8.7          12.3         13.9         10.0         0.0          125.7        1118.2       335.5        
5086.5       8.3          12.0         13.2         10.7         0.0          120.4        1135.6       335.9        
5087.0       8.2          11.4         12.4         10.6         0.0          123.3        1140.3       336.4        
5087.5       8.2          10.5         12.0         9.2          0.0          128.3        1132.4       336.4        
5088.0       7.2          10.2         11.8         9.1          0.0          120.9        1089.7       336.8        
5088.5       6.8          9.7          11.1         7.6          0.0          103.5        1124.5       337.5        
5089.0       6.9          9.4          13.0         6.0          0.0          101.5        1108.7       338.2        
5089.5       7.3          9.0          13.1         5.2          0.0          117.5        1130.0       338.9        
5090.0       7.2          8.9          15.1         5.1          0.0          122.3        1139.5       339.0        
5090.5       6.1          8.4          12.8         5.8          0.0          109.0        1131.6       339.3        
5091.0       5.9          8.7          10.1         5.8          0.0          102.2        1123.7       339.1        
5091.5       6.0          10.1         12.6         6.6          0.0          103.0        1121.3       338.0        
5092.0       7.0          10.6         13.1         7.6          0.0          108.1        1100.8       337.1        
5092.5       7.7          10.3         12.9         7.6          0.0          115.4        1115.8       336.6        
5093.0       7.7          10.0         12.0         6.7          0.0          125.0        1127.7       336.0        
5093.5       8.5          10.2         12.4         7.5          0.0          133.5        1117.4       331.4        
5094.0       10.0         10.2         12.9         7.2          0.0          136.6        1118.2       324.5        
5094.5       9.2          9.5          12.4         6.0          0.0          136.7        1126.9       331.5        
5095.0       7.4          9.4          11.6         6.1          0.0          134.1        1108.7       336.0        
5095.5       7.0          9.9          15.0         6.2          0.0          126.4        1125.3       336.5        
5096.0       7.7          10.8         15.1         6.5          0.0          115.9        1127.7       336.4        
5096.5       8.1          11.6         13.3         8.0          0.0          124.5        1128.5       335.8        
5097.0       8.7          12.2         14.2         10.5         0.0          138.1        1108.7       335.1        
5097.5       9.2          12.2         13.3         10.7         0.0          129.2        1120.5       334.5        
5098.0       8.9          12.3         14.3         9.9          0.0          116.2        1119.7       334.2        
5098.5       8.2          11.8         14.6         9.0          0.0          115.2        1137.2       333.7        
5099.0       7.7          10.9         12.1         9.3          0.0          133.7        1134.8       333.2        
5099.5       7.2          10.3         11.2         9.5          0.0          142.5        1122.1       333.5        
5100.0       7.4          10.3         11.9         8.5          0.0          120.7        1100.8       334.7        
5100.5       7.4          11.0         12.9         9.5          0.0          95.6         1127.7       335.2        
5101.0       7.1          10.2         12.0         8.1          0.0          84.8         1105.5       335.2        
5101.5       7.0          8.9          10.1         7.6          0.0          91.0         1123.7       335.3        
5102.0       6.7          8.9          10.6         7.7          0.0          103.0        1138.7       335.4        
5102.5       6.6          8.8          10.8         7.0          0.0          113.3        1121.3       335.7        
5103.0       7.3          8.7          10.5         6.4          0.0          121.5        1123.7       336.3        
5103.5       7.1          8.7          10.3         6.3          0.0          126.7        1114.2       336.7        
5104.0       6.7          9.7          12.8         6.8          0.0          132.7        1107.1       339.4        
5104.5       7.7          11.2         15.4         8.4          0.0          129.0        1128.5       352.3        
5105.0       7.2          9.9          11.8         7.7          0.0          101.8        1134.8       367.2        
5105.5       6.7          9.3          11.6         7.2          0.0          84.7         1142.7       352.3        
5106.0       7.1          9.8          11.7         8.0          -2.0         91.5         1133.2       342.4        
5106.5       8.4          10.7         13.3         8.4          0.0          101.3        1122.1       341.2        
5107.0       10.2         13.0         16.4         10.4         0.0          95.7         1125.3       338.4        
5107.5       11.8         15.7         19.2         12.7         0.0          91.2         1137.9       329.4        
5108.0       10.2         12.7         14.5         10.6         0.0          102.6        1130.8       331.3        
5108.5       9.2          10.9         13.1         9.2          0.0          116.3        1123.7       334.0        
5109.0       8.4          9.9          12.6         6.8          0.0          131.6        1104.7       334.9        
5109.5       6.7          8.4          11.8         5.3          0.0          142.5        1130.8       335.8        
5110.0       6.6          7.3          9.5          4.4          0.0          134.4        1123.7       337.1        
5110.5       6.5          7.4          8.8          5.0          0.0          121.6        1149.0       338.0        
5111.0       6.0          7.7          9.5          5.6          0.0          120.6        1136.4       338.2        
5111.5       6.1          7.7          9.8          5.3          0.0          118.2        1108.7       338.8        
5112.0       6.5          7.2          9.2          4.6          0.0          113.2        1112.6       339.4        
5112.5       6.2          6.7          7.7          5.4          0.0          116.7        1120.5       339.1        
5113.0       6.7          7.0          8.2          5.1          0.0          123.3        1134.8       338.1        
5113.5       6.5          7.7          9.2          5.8          0.0          121.9        1146.7       337.2        
5114.0       6.7          8.6          11.6         6.9          0.0          120.5        1145.9       336.8        
5114.5       7.9          9.3          13.9         6.6          0.0          123.9        1143.5       336.0        
5115.0       7.9          9.6          12.9         6.3          0.0          127.9        1131.6       334.8        
5115.5       7.4          10.5         12.4         7.3          0.0          124.2        1107.9       334.4        
5116.0       7.5          10.8         14.1         7.1          0.0          112.2        1114.2       334.6        
5116.5       7.6          10.3         12.4         6.5          0.0          103.3        1134.8       334.8        
5117.0       7.6          10.6         12.8         7.7          0.0          107.9        1134.8       334.8        
5117.5       7.4          10.4         12.2         8.7          0.0          120.4        1127.7       335.1        
5118.0       6.8          9.8          12.1         8.5          0.0          128.7        1115.0       335.5        
5118.5       6.4          9.8          12.2         7.3          0.0          123.3        1128.5       335.3        
5119.0       7.6          11.5         16.4         8.3          0.0          108.7        1120.5       334.7        
5119.5       10.4         14.8         18.7         12.3         0.0          97.8         1128.5       332.7        
5120.0       13.8         20.1         24.2         16.8         0.0          105.5        1136.4       319.0        
5120.5       18.2         27.2         31.6         22.6         0.0          136.4        1107.9       298.4        
5121.0       23.6         36.6         41.3         30.7         0.0          144.8        1118.2       290.9        
5121.5       28.6         45.4         50.9         39.2         0.0          114.1        1134.0       289.6        
5122.0       28.3         44.7         50.2         39.7         0.0          88.0         1121.3       289.7        
5122.5       23.5         37.1         41.5         33.2         0.0          91.0         1141.9       290.6        
5123.0       19.0         29.1         33.1         25.4         0.0          108.8        1148.2       296.3        
5123.5       14.8         21.5         24.3         18.6         0.0          117.1        1111.8       310.2        
5124.0       10.6         15.3         17.4         12.6         0.0          116.6        1132.4       323.8        
5124.5       7.5          12.4         14.4         9.6          0.0          114.4        1113.4       332.2        
5125.0       7.5          11.1         13.3         7.1          0.0          109.3        1121.3       330.2        
5125.5       8.7          9.2          11.5         7.2          0.0          107.0        1145.1       324.7        
5126.0       7.4          8.6          11.5         6.5          0.0          107.0        1149.0       330.5        
5126.5       7.3          8.7          10.2         5.1          0.0          95.6         1137.9       329.9        
5127.0       8.5          9.4          12.4         5.7          0.0          85.7         1119.0       323.0        
5127.5       7.3          10.6         13.4         5.9          0.0          90.5         1140.3       330.0        
5128.0       7.1          10.6         12.7         7.7          0.0          102.5        1120.5       334.3        
5128.5       7.6          11.7         14.7         9.6          0.0          109.4        1137.2       333.6        
5129.0       9.9          14.1         17.5         12.2         0.0          111.4        1142.7       329.2        
5129.5       12.6         16.4         20.2         13.9         0.0          109.0        1115.8       322.9        
5130.0       13.1         17.9         22.1         14.5         0.0          106.7        1137.9       326.7        
5130.5       13.9         19.1         22.9         16.3         0.0          114.4        1128.5       319.2        
5131.0       14.1         19.2         21.9         16.5         0.0          127.0        1126.9       313.7        
5131.5       12.3         17.2         19.7         15.1         0.0          132.0        1152.2       327.3        
5132.0       11.2         15.0         16.2         12.7         0.0          129.6        1142.7       332.4        
5132.5       10.7         15.0         16.6         11.7         0.0          132.8        1103.1       332.8        
5133.0       11.3         16.4         19.5         12.6         0.0          129.5        1128.5       332.7        
5133.5       11.8         17.7         22.6         12.6         0.0          118.5        1120.5       332.3        
5134.0       12.1         17.9         22.3         13.6         0.0          112.6        1130.0       328.2        
5134.5       11.8         16.3         19.6         13.8         0.0          111.8        1145.1       321.8        
5135.0       10.1         13.4         15.3         11.7         0.0          110.5        1146.7       328.2        
5135.5       9.6          13.1         14.7         11.3         0.0          113.6        1132.4       332.4        
5136.0       9.8          12.9         15.3         10.4         0.0          120.5        1130.8       333.0        
5136.5       9.7          12.0         15.3         9.8          0.0          120.6        1114.2       333.1        
5137.0       8.8          12.5         14.5         10.4         0.0          116.0        1131.6       332.9        
5137.5       9.5          13.9         16.0         10.7         0.0          114.7        1145.9       332.7        
5138.0       10.3         14.4         18.4         10.7         0.0          121.7        1152.2       332.3        
5138.5       9.8          14.8         17.2         11.1         0.0          134.4        1122.1       332.3        
5139.0       10.0         15.1         17.4         11.7         0.0          147.4        1131.6       332.5        
5139.5       10.8         15.8         17.5         12.9         0.0          144.7        1132.4       332.6        
5140.0       10.4         15.4         18.2         12.5         0.0          128.0        1117.4       332.8        
5140.5       9.3          13.5         15.9         10.1         0.0          116.9        1138.7       333.1        
5141.0       8.2          11.7         14.4         8.2          0.0          118.6        1145.9       333.5        
5141.5       7.4          10.4         12.4         7.7          0.0          121.5        1119.0       334.0        
5142.0       7.7          10.4         11.6         8.5          0.0          123.2        1142.7       334.3        
5142.5       8.5          12.6         13.7         11.0         0.0          128.9        1120.5       334.3        
5143.0       9.5          15.3         17.2         12.7         0.0          124.4        1127.7       333.0        
5143.5       11.5         18.9         21.8         16.5         0.0          112.4        1140.3       326.2        
5144.0       15.7         22.9         27.1         19.8         0.0          108.1        1141.9       312.0        
5144.5       17.0         25.1         27.7         21.4         0.0          112.9        1126.1       314.2        
5145.0       17.8         27.9         30.5         25.6         0.0          115.9        1113.4       314.1        
5145.5       15.0         23.0         25.3         20.8         0.0          122.6        1115.0       314.4        
5146.0       13.4         20.2         23.8         17.8         0.0          125.2        1140.3       319.4        
5146.5       12.7         19.6         24.2         17.1         2.0          114.0        1146.7       333.5        
5147.0       12.8         18.6         21.4         16.2         0.0          102.6        1152.2       333.1        
5147.5       17.0         23.3         28.4         20.5         0.0          94.8         1118.2       312.4        
5148.0       20.2         26.3         29.5         23.2         0.0          94.3         1130.8       293.5        
5148.5       19.0         26.9         30.4         22.4         0.0          107.4        1125.3       290.4        
5149.0       17.6         28.4         31.6         24.2         0.0          131.7        1119.0       295.2        
5149.5       15.9         26.8         30.7         22.4         0.0          157.5        1136.4       302.8        
5150.0       15.9         25.7         30.6         21.7         0.0          157.5        1145.9       298.5        
5150.5       15.4         25.5         30.3         21.1         0.0          133.9        1116.6       301.5        
5151.0       16.1         27.2         34.2         23.1         0.0          108.8        1133.2       300.2        
5151.5       17.2         27.3         30.7         24.0         0.0          104.9        1118.2       292.6        
5152.0       16.9         26.0         29.7         22.4         0.0          113.5        1133.2       291.5        
5152.5       16.9         25.1         29.5         21.6         0.0          113.5        1142.7       291.9        
5153.0       16.9         24.4         29.4         21.0         0.0          109.7        1148.2       295.8        
5153.5       15.5         24.1         28.3         19.6         0.0          114.8        1136.4       302.8        
5154.0       15.1         24.0         27.3         20.6         0.0          118.1        1152.2       298.6        
5154.5       14.4         22.7         25.5         19.5         0.0          118.6        1130.8       307.4        
5155.0       12.7         20.4         22.5         17.2         0.0          124.6        1146.7       326.4        
5155.5       11.6         18.3         20.9         15.1         0.0          133.7        1153.0       332.8        
5156.0       11.1         16.1         18.1         12.9         0.0          129.5        1152.2       333.5        
5156.5       10.7         15.2         18.4         12.2         0.0          107.7        1121.3       333.9        
5157.0       10.4         15.0         19.5         12.0         0.0          99.6         1145.9       334.2        
5157.5       9.5          14.9         19.0         10.8         0.0          113.0        1136.4       333.8        
5158.0       11.0         15.5         17.9         12.2         0.0          125.7        1157.7       329.8        
5158.5       12.6         16.6         18.8         14.2         0.0          127.9        1156.2       323.1        
5159.0       12.7         17.7         19.8         16.1         0.0          124.7        1156.2       324.6        
5159.5       13.0         18.5         22.8         15.7         0.0          124.2        1118.2       320.8        
5160.0       12.8         19.5         23.9         16.0         0.0          124.4        1145.9       320.6        
5160.5       12.7         19.6         23.7         15.1         0.0          133.3        1117.4       319.3        
5161.0       13.2         20.6         24.6         17.2         0.0          149.3        1127.7       309.1        
5161.5       13.6         23.3         26.7         20.6         0.0          148.2        1150.6       303.9        
5162.0       14.5         25.9         28.7         23.7         0.0          130.6        1157.7       301.2        
5162.5       18.5         30.6         33.3         28.2         0.0          122.5        1136.4       292.3        
5163.0       23.2         37.2         40.6         34.3         0.0          136.9        1136.4       289.0        
5163.5       25.5         41.5         46.8         33.5         0.0          152.7        1120.5       289.4        
5164.0       24.3         41.1         47.3         35.4         0.0          142.1        1142.7       289.9        
5164.5       22.5         37.1         42.7         33.9         0.0          123.2        1143.5       290.5        
5165.0       19.0         30.2         33.9         28.6         0.0          119.1        1147.4       292.0        
5165.5       16.1         24.1         26.5         21.8         0.0          115.8        1122.1       295.1        
5166.0       13.7         20.5         24.1         17.8         0.0          114.7        1137.2       308.8        
5166.5       10.6         17.3         19.8         15.1         0.0          121.9        1134.0       328.3        
5167.0       9.6          15.8         20.0         13.6         0.0          119.5        1149.0       334.1        
5167.5       9.7          15.5         21.2         12.9         0.0          111.3        1153.8       334.5        
5168.0       10.3         16.1         18.6         13.5         0.0          118.8        1138.7       332.6        
5168.5       12.7         19.1         21.1         16.4         0.0          127.2        1118.2       319.4        
5169.0       14.6         21.2         22.6         19.5         0.0          121.8        1145.1       300.8        
5169.5       15.5         22.5         24.4         21.1         0.0          108.7        1121.3       294.5        
5170.0       16.8         24.7         26.8         22.7         0.0          106.6        1141.1       292.6        
5170.5       18.6         26.6         28.5         24.1         0.0          122.1        1159.3       291.2        
5171.0       18.1         26.3         28.7         24.1         0.0          137.7        1157.7       292.0        
5171.5       15.1         23.3         25.9         20.5         0.0          147.3        1137.9       299.4        
5172.0       12.4         20.0         23.0         16.5         0.0          157.8        1139.5       319.6        
5172.5       11.4         17.2         18.4         13.9         0.0          159.4        1122.9       332.7        
5173.0       10.6         15.8         17.2         14.1         0.0          151.0        1135.6       334.6        
5173.5       10.5         16.0         18.1         14.5         0.0          142.1        1153.0       334.5        
5174.0       11.0         16.9         18.6         15.0         0.0          130.8        1163.3       334.5        
5174.5       11.7         17.6         19.1         16.2         0.0          112.1        1126.9       334.7        
5175.0       12.0         17.3         19.0         15.1         0.0          100.0        1144.3       333.0        
5175.5       12.8         17.7         20.2         14.5         0.0          114.0        1134.0       320.9        
5176.0       13.7         19.0         21.4         15.7         0.0          130.8        1145.9       307.9        
5176.5       13.3         18.7         21.6         16.5         0.0          125.1        1149.8       320.6        
5177.0       12.3         17.6         19.7         16.5         0.0          113.3        1154.6       332.9        
5177.5       11.3         16.8         18.0         15.8         0.0          114.3        1132.4       334.6        
5178.0       10.9         16.6         17.6         14.8         0.0          115.9        1149.0       334.4        
5178.5       11.3         17.0         18.9         14.5         0.0          120.4        1130.8       334.1        
5179.0       12.2         17.4         22.3         13.5         0.0          125.9        1137.9       329.9        
5179.5       13.0         16.2         18.7         13.4         0.0          124.1        1157.7       323.2        
5180.0       11.9         15.2         17.0         13.5         0.0          119.3        1146.7       328.4        
5180.5       12.1         16.9         19.2         14.9         0.0          116.8        1146.7       320.3        
5181.0       14.2         20.8         24.0         17.9         0.0          117.6        1145.9       301.5        
5181.5       16.3         25.2         28.6         22.6         0.0          122.3        1121.3       294.6        
5182.0       19.4         30.6         36.4         26.4         0.0          117.9        1145.1       292.5        
5182.5       23.0         36.4         42.2         32.8         0.0          104.5        1144.3       291.0        
5183.0       27.0         43.4         49.5         39.2         0.0          95.6         1153.8       290.7        
5183.5       29.3         49.7         56.6         45.1         0.0          97.0         1117.4       291.0        
5184.0       30.7         51.6         57.5         47.8         0.0          114.5        1134.8       290.8        
5184.5       30.9         49.5         54.4         44.4         0.0          121.8        1127.7       289.5        
5185.0       28.9         46.4         51.1         41.7         0.0          112.7        1155.4       289.4        
5185.5       26.2         43.9         48.5         39.1         0.0          118.8        1161.7       291.6        
5186.0       21.6         36.2         40.9         32.0         0.0          125.0        1145.1       302.1        
5186.5       18.8         28.9         32.5         24.9         0.0          121.2        1131.6       313.9        
5187.0       17.7         25.5         28.3         22.2         0.0          119.1        1153.0       308.9        
5187.5       17.8         26.2         29.6         22.4         0.0          115.6        1123.7       299.3        
5188.0       15.9         24.6         29.1         19.5         0.0          116.0        1135.6       303.5        
5188.5       13.2         21.5         24.9         16.8         0.0          128.9        1156.2       317.8        
5189.0       15.2         23.6         27.2         19.0         0.0          130.3        1137.2       316.2        
5189.5       13.4         19.9         23.3         16.7         0.0          115.4        1135.6       321.7        
5190.0       10.8         15.8         18.9         13.1         0.0          107.6        1141.9       331.1        
5190.5       11.5         15.4         18.2         12.5         0.0          122.6        1132.4       328.2        
5191.0       14.0         17.5         20.6         13.7         0.0          162.3        1143.5       320.0        
5191.5       14.9         21.3         26.5         17.0         0.0          184.8        1145.1       313.2        
5192.0       16.4         24.6         29.7         20.7         0.0          156.8        1149.8       297.0        
5192.5       18.4         28.9         34.9         23.7         0.0          112.1        1119.7       290.7        
5193.0       20.4         32.2         40.6         24.5         0.0          98.6         1133.2       290.0        
5193.5       20.7         32.6         40.8         24.9         0.0          123.8        1133.2       290.4        
5194.0       19.5         31.5         37.3         26.4         0.0          148.8        1163.3       291.0        
5194.5       18.1         28.9         33.3         25.1         0.0          149.5        1158.5       292.1        
5195.0       18.3         26.8         31.2         23.3         0.0          135.9        1151.4       292.1        
5195.5       19.9         26.4         30.8         22.5         0.0          131.4        1123.7       291.5        
5196.0       19.4         27.6         32.3         22.1         0.0          123.5        1140.3       292.1        
5196.5       19.1         29.6         35.2         23.5         0.0          106.3        1124.5       291.0        
5197.0       19.2         29.0         35.7         23.9         0.0          102.2        1140.3       291.0        
5197.5       17.2         26.1         32.0         21.4         0.0          110.0        1165.6       293.7        
5198.0       14.6         22.5         27.8         17.6         0.0          121.3        1132.4       305.9        
5198.5       12.5         17.8         21.5         14.1         0.0          131.2        1131.6       318.7        
5199.0       11.6         14.7         20.6         10.9         0.0          142.2        1137.2       324.5        
5199.5       9.8          13.1         17.6         9.3          0.0          153.9        1120.5       332.5        
5200.0       8.5          12.4         15.2         9.9          0.0          159.5        1149.8       334.5        
5200.5       7.8          11.7         16.4         8.6          0.0          156.0        1151.4       334.4        
5201.0       7.7          11.1         14.4         8.0          0.0          150.1        1155.4       333.6        
5201.5       8.9          10.8         12.7         7.8          0.0          154.5        1123.7       328.8        
5202.0       11.3         11.1         13.7         7.7          0.0          155.5        1154.6       320.6        
5202.5       11.1         12.1         16.3         9.7          0.0          138.5        1161.7       320.3        
5203.0       10.2         12.0         17.0         9.6          0.0          128.5        1161.7       324.9        
5203.5       8.9          11.4         16.0         8.7          0.0          128.8        1160.1       332.6        
5204.0       8.9          11.8         13.9         9.3          0.0          126.0        1139.5       333.6        
5204.5       10.3         13.8         16.5         11.2         0.0          132.2        1128.5       329.4        
5205.0       12.5         17.6         20.9         14.6         0.0          156.2        1153.8       317.5        
5205.5       15.3         23.2         27.4         19.3         0.0          174.8        1137.9       303.4        
5206.0       19.6         30.9         36.8         26.2         0.0          164.9        1148.2       292.8        
5206.5       25.8         41.9         49.4         36.6         0.0          151.4        1162.5       290.3        
5207.0       33.2         54.0         62.3         46.9         0.0          153.4        1131.6       289.7        
5207.5       37.3         61.2         69.6         53.0         0.0          161.3        1137.9       289.6        
5208.0       38.7         63.5         72.6         55.5         0.0          170.6        1136.4       289.6        
5208.5       39.2         64.1         71.9         56.5         0.0          174.2        1126.1       289.5        
5209.0       39.1         63.5         71.8         55.8         0.0          161.0        1147.4       289.5        
5209.5       38.8         62.4         71.2         55.4         0.0          149.1        1147.4       289.5        
5210.0       38.4         62.5         70.5         54.3         0.0          145.1        1156.2       289.7        
5210.5       38.4         62.7         70.8         54.8         0.0          130.8        1147.4       289.6        
5211.0       39.0         62.6         71.4         55.8         0.0          120.9        1135.6       289.4        
5211.5       38.0         60.7         68.3         53.1         0.0          125.2        1135.6       289.3        
5212.0       36.7         58.9         66.0         51.9         0.0          120.3        1160.9       288.9        
5212.5       36.3         58.5         67.3         51.6         0.0          117.0        1160.9       288.2        
5213.0       35.1         58.9         68.7         50.5         0.0          138.6        1138.7       288.6        
5213.5       35.0         58.6         68.2         51.0         0.0          172.0        1134.0       289.4        
5214.0       36.0         59.9         68.2         53.7         0.0          170.7        1156.2       289.3        
5214.5       37.9         61.3         70.1         54.3         0.0          142.1        1131.6       289.2        
5215.0       38.7         62.4         72.1         54.0         0.0          129.5        1160.1       289.3        
5215.5       38.9         63.9         73.7         55.9         0.0          135.9        1156.9       289.3        
5216.0       38.8         64.3         73.9         55.4         0.0          157.0        1129.2       289.4        
5216.5       38.9         64.0         74.6         54.7         0.0          184.5        1135.6       289.4        
5217.0       39.4         63.5         73.9         54.6         0.0          175.2        1143.5       289.4        
5217.5       39.2         61.6         71.2         51.4         0.0          137.2        1141.1       289.5        
5218.0       37.9         61.1         70.3         52.2         0.0          113.7        1156.2       289.7        
5218.5       37.7         62.0         70.4         55.5         0.0          113.3        1172.8       289.7        
5219.0       37.9         62.9         70.4         55.6         0.0          116.4        1163.3       289.8        
5219.5       38.5         64.5         72.8         56.4         0.0          118.7        1149.0       289.2        
5220.0       38.5         64.5         74.1         56.7         0.0          124.0        1136.4       288.8        
5220.5       37.9         63.4         72.1         56.5         0.0          124.4        1140.3       288.8        
5221.0       37.8         62.3         70.6         54.8         0.0          125.9        1160.1       289.2        
5221.5       37.3         60.8         68.0         53.5         0.0          144.5        1164.9       289.7        
5222.0       36.2         59.5         67.7         52.5         0.0          156.4        1151.4       289.7        
5222.5       36.0         59.0         67.3         52.8         0.0          158.4        1135.6       289.4        
5223.0       36.0         59.1         65.6         52.9         0.0          159.8        1150.6       289.2        
5223.5       36.5         60.7         67.6         54.1         0.0          142.8        1135.6       288.8        
5224.0       37.6         61.4         68.6         53.8         0.0          134.4        1157.7       288.5        
5224.5       38.1         61.1         69.0         53.1         0.0          152.2        1158.5       288.5        
5225.0       36.5         59.6         67.4         53.1         0.0          156.7        1157.7       288.9        
5225.5       35.6         57.8         64.4         52.3         0.0          136.5        1156.9       289.2        
5226.0       35.5         56.3         62.5         51.9         0.0          116.2        1143.5       289.0        
5226.5       36.3         55.5         61.9         50.6         0.0          111.3        1140.3       289.3        
5227.0       37.3         56.1         62.3         49.8         0.0          117.2        1158.5       290.0        
5227.5       35.7         57.3         63.6         50.9         0.0          132.9        1153.0       289.6        
5228.0       33.7         55.1         61.9         49.9         0.0          152.8        1130.0       290.3        
5228.5       35.4         56.9         65.0         50.7         0.0          161.8        1157.7       293.6        
5229.0       31.9         49.7         56.8         44.9         0.0          159.2        1137.2       297.6        
5229.5       22.5         34.4         39.4         29.5         0.0          148.8        1148.2       297.9        
5230.0       21.0         33.1         37.9         29.1         0.0          144.0        1165.6       297.4        
5230.5       20.9         33.0         36.8         28.9         0.0          151.0        1166.4       297.5        
5231.0       25.2         41.2         43.9         37.7         0.0          147.4        1147.4       294.9        
5231.5       37.3         63.6         69.0         58.0         0.0          138.8        1134.0       288.7        
5232.0       41.7         69.6         76.1         63.6         0.0          129.7        1145.1       289.2        
5232.5       39.8         65.5         72.6         59.6         0.0          125.1        1156.9       289.5        
5233.0       40.2         65.7         73.6         59.5         0.0          138.4        1161.7       289.2        
5233.5       41.1         66.3         73.4         59.6         0.0          149.8        1174.4       289.1        
5234.0       40.6         66.6         74.3         59.0         0.0          146.6        1145.9       288.9        
5234.5       40.3         67.6         75.8         60.3         0.0          129.3        1150.6       288.9        
5235.0       41.2         67.9         75.1         59.7         0.0          101.9        1149.8       289.1        
5235.5       41.2         67.0         72.5         59.6         0.0          79.9         1137.9       289.4        
5236.0       40.2         65.6         71.3         59.7         0.0          78.2         1154.6       289.3        
5236.5       39.4         65.4         73.0         60.0         0.0          90.3         1158.5       289.1        
5237.0       39.9         66.2         73.2         60.6         0.0          101.1        1131.6       288.9        
5237.5       40.9         67.2         72.3         62.0         0.0          113.5        1159.3       288.7        
5238.0       42.0         68.0         73.0         63.0         0.0          121.1        1141.1       288.5        
5238.5       42.7         68.0         73.4         62.9         0.0          106.5        1153.0       288.8        
5239.0       41.9         67.2         73.0         61.8         0.0          90.3         1164.9       288.8        
5239.5       41.5         67.1         72.3         61.3         0.0          101.5        1171.2       288.6        
5240.0       41.7         67.2         73.3         61.1         0.0          121.5        1134.8       288.7        
5240.5       42.1         67.7         74.9         61.2         0.0          120.8        1134.8       288.7        
5241.0       42.4         68.9         76.0         61.9         0.0          104.6        1142.7       288.7        
5241.5       41.5         67.9         74.6         60.9         0.0          96.0         1150.6       289.0        
5242.0       40.3         67.0         73.7         59.5         0.0          96.3         1164.1       289.1        
5242.5       39.7         66.3         73.1         59.6         0.0          106.8        1160.9       289.0        
5243.0       38.5         65.8         71.8         59.9         0.0          131.4        1136.4       288.5        
5243.5       38.3         65.8         71.8         59.6         0.0          137.1        1147.4       288.6        
5244.0       40.5         65.0         71.4         58.4         0.0          124.1        1134.8       289.1        
5244.5       40.9         64.5         71.0         57.9         0.0          115.1        1129.2       289.1        
5245.0       40.2         64.7         71.3         58.6         0.0          113.3        1160.9       289.0        
5245.5       38.8         63.3         69.1         57.5         0.0          122.5        1154.6       289.2        
5246.0       38.2         61.9         67.6         56.1         0.0          144.3        1136.4       289.5        
5246.5       38.6         62.5         68.8         56.7         0.0          158.3        1150.6       289.5        
5247.0       39.4         63.8         69.8         58.0         0.0          155.6        1163.3       289.3        
5247.5       39.1         64.8         70.3         59.2         0.0          142.6        1165.6       289.4        
5248.0       38.7         63.9         70.6         57.1         0.0          137.4        1161.7       289.8        
5248.5       35.4         57.6         66.1         52.3         0.0          134.2        1168.8       296.7        
5249.0       25.9         42.6         50.8         37.4         0.0          123.6        1160.1       313.4        
5249.5       19.4         32.1         36.1         29.0         0.0          109.5        1157.7       316.7        
5250.0       18.0         30.1         32.7         28.2         0.0          96.6         1138.7       304.5        
5250.5       19.2         32.0         34.9         29.1         -2.0         89.7         1151.4       298.6        
5251.0       20.8         31.7         33.7         29.7         0.0          97.2         1164.9       298.1        
5251.5       27.9         37.9         40.5         34.8         0.0          117.3        1163.3       297.7        
5252.0       35.4         51.7         54.9         47.4         0.0          130.1        1130.0       293.9        
5252.5       33.4         54.7         60.6         50.0         0.0          136.2        1148.2       290.3        
5253.0       35.7         60.2         66.4         55.6         0.0          140.2        1146.7       289.5        
5253.5       37.9         62.9         68.5         57.6         0.0          134.9        1145.9       289.1        
5254.0       38.9         64.3         69.9         59.2         0.0          124.2        1164.9       289.3        
5254.5       40.1         64.4         70.6         59.6         0.0          118.1        1166.4       289.2        
5255.0       39.8         64.2         69.8         59.3         0.0          109.0        1133.2       289.1        
5255.5       39.4         64.5         69.6         60.5         0.0          91.8         1154.6       289.3        
5256.0       39.6         64.2         69.5         59.4         0.0          77.2         1135.6       289.3        
5256.5       40.7         64.2         70.0         59.8         0.0          70.4         1139.5       289.0        
5257.0       40.2         64.0         69.7         60.2         0.0          83.1         1168.0       288.9        
5257.5       38.0         62.8         67.3         59.6         0.0          105.0        1165.6       289.0        
