WELLNAME,= 33846-CBL (1),,,,,,,
STDEP  =,17,,,,,,,
ENDEP  =,10431.5,,,,,,,
LEVEL  =,0.5,,,,,,,
CURNAMES,"AMP3FT, AMPAVG,","AMPMAX,","AMPMIN, CCL,","GR, LTEN, TT3FT",,,,
,,,,,,,,
#DEPTH,AMP3FT,AMPAVG,AMPMAX,AMPMIN,CCL,GR,LTEN,TT3FT
5972.5,13.5,19.9,22.7,17.1,0,149.2,1260.6,326.1
5973,14.1,20.5,23.8,17.6,0,142.3,1270.9,309.1
5973.5,14.9,22.2,25.3,18.4,0,145.5,1293.9,295.9
5974,15.5,24.3,28.9,20.1,0,151.3,1270.9,294.4
5974.5,16.8,26,30.5,21.2,0,158.4,1261.4,294
5975,18,26.5,36.4,21.4,0,167.6,1286.7,292.7
5975.5,17.8,26.1,34.6,21.9,0,155,1270.1,292.4
5976,16.6,25.4,30.3,22.6,0,133.8,1285.1,293
5976.5,15.4,24.6,29.1,21.2,0,125.9,1297.8,293.6
5977,14.9,22.9,26.2,19.6,0,126,1259,295.3
5977.5,14.2,21.8,25.1,18.3,0,126.9,1259,307.9
5978,13.4,20.7,24.9,16.8,0,130.7,1273.3,326.5
5978.5,12.8,19.2,22.4,15.1,0,129.2,1263.8,332.2
5979,11.9,17.9,21.5,14.2,0,119.5,1290.7,332.9
5979.5,11,16.9,20.2,13.9,0,124,1290.7,333.2
5980,10.2,15.8,19.3,13.2,0,141.7,1294.6,333.1
5980.5,10,15.1,17.8,12.6,0,154.4,1270.9,332.9
5981,9.6,14.9,17.5,12.3,0,151.9,1262.2,333.1
5981.5,9.7,14.7,17.6,11.9,0,149.2,1260.6,333.2
5982,9.7,14.5,17.7,11.4,0,161,1278.8,333.4
5982.5,9.1,14.2,17.4,11.5,0,169.9,1290.7,333.6
5983,8.9,14.5,18.8,11.8,0,156.6,1278,333.3
5983.5,9.4,15,20.7,12.1,0,120.1,1256.7,333.2
5984,9.8,14.7,19.6,11.5,0,93.4,1263,333.3
5984.5,10,14.4,18.4,11.3,0,99,1267.7,333.3
5985,10.3,15.3,18.7,11.9,0,114.9,1296.2,333
5985.5,10.9,16.1,20,12.3,0,126.1,1289.9,332.9
5986,11.5,16.7,21.9,13.5,0,132.5,1285.1,332.9
5986.5,11.4,16.9,22.7,13.2,0,132.4,1253.5,332.9
5987,11,17,22.9,13.3,0,122.4,1275.7,332.8
5987.5,10.9,17.2,22.6,13.4,0,108.1,1269.3,332.9
5988,11.1,17.7,22.6,13.1,0,111.6,1289.9,332.8
5988.5,12,18.3,24,12.9,0,126.8,1299.4,330.8
5989,13.1,19,25.9,14.2,0,129.5,1277.2,318.3
5989.5,13.8,19.9,26.3,16,0,128.1,1260.6,300.5
5990,13.9,19.6,24.8,14.2,0,131.9,1272.5,297.5
5990.5,13.2,18.9,23.4,13.9,0,132.3,1260.6,309.7
5991,12.5,18.8,23.1,14.8,0,124.4,1290.7,327.2
5991.5,12.6,19.7,24.2,15.7,0,112.4,1301,332.3
5992,12.8,19.5,24.4,15.5,0,102,1285.9,328.9
5992.5,12.9,18.3,23.2,14.8,0,109.2,1264.6,323.2
5993,12.2,17.3,22.1,13.6,0,127.2,1282.8,329.5
5993.5,11.3,15.8,19.9,11.9,0,129.3,1264.6,333.5
5994,10.4,14.3,17.3,10.7,0,121.5,1283.6,333.9
5994.5,9.8,13,16.1,9.4,0,116.2,1301,334
5995,9.4,13.4,16.9,9.3,0,120.7,1273.3,333.7
5995.5,10.3,15.6,19.5,11.3,0,133.6,1266.2,331.6
5996,12.9,18.9,23.2,14.5,0,137,1270.1,318.8
5996.5,16,23,27.1,18.1,0,138.6,1264.6,299.3
5997,18.8,28.5,32.9,23.3,0,141.5,1285.1,291.9
5997.5,21.1,35,40.4,28.8,0,144.6,1294.6,290.6
5998,23.2,38.8,49.4,32.1,0,140.2,1267.7,290.3
5998.5,24.2,40.1,51.1,32.4,0,128.6,1274.9,290.5
5999,26.3,40.8,50.3,32.2,0,116.5,1269.3,290.7
5999.5,27.7,41.8,53.3,31.7,0,102.9,1265.4,290.7
6000,26.4,41.6,51.6,32.8,0,100.9,1282,290.6
6000.5,24.2,38.8,47.8,31.2,0,110.5,1272.5,292.8
6001,19.5,31.1,38.1,24,0,118.8,1259.8,306
6001.5,17.5,28.2,34.1,23.1,0,113,1274.9,324
6002,14.6,23,28.3,17.7,0,98.9,1272.5,335.4
6002.5,14.4,20.8,26.7,15.3,0,103.9,1279.6,330.1
6003,14.7,21.1,27.5,15.6,2,122.5,1297,325.8
6003.5,15.6,23.9,30.2,18.2,0,126,1295.4,322.4
6004,22.9,35.7,43.9,28.1,0,113.8,1290.7,309.3
6004.5,24.1,37.7,45.7,30.7,0,104.7,1270.1,297.3
6005,20.1,31.1,36.2,26.1,0,112.5,1260.6,292.5
6005.5,17.9,27.6,32.7,22.1,0,124,1271.7,292.1
6006,15.5,24.4,30.2,18.7,0,131.1,1293.1,298.6
6006.5,14.2,22.9,30.3,16.2,0,132.8,1293.1,316.9
6007,14.1,22.7,30.1,15.9,0,119,1293.1,323.9
6007.5,15.6,24.2,31.8,16.9,0,108.1,1261.4,306.6
6008,17.5,25.7,33.1,17.9,0,109.8,1270.1,293.7
6008.5,18.6,26.8,34.8,19.5,0,103.8,1282,291.5
6009,18.8,28.1,34.9,22.1,0,96.1,1294.6,291.4
6009.5,19.2,29.4,35.1,24.6,0,99.7,1299.4,291.2
6010,19.7,30.2,34.9,25.3,0,97.2,1278.8,290.8
6010.5,19.1,30.2,35,25,0,85.1,1265.4,291
6011,18.9,29.8,35.3,24.7,0,90.2,1281.2,291.2
6011.5,19.7,29.9,35.3,24.9,0,113.2,1282,290.9
6012,19.8,29.8,34.6,25.4,0,123.7,1308.1,290.9
6012.5,18.9,29.5,34.9,25.5,0,120.6,1304.9,291.3
6013,18.2,29.1,34.9,24.4,0,113.3,1278,291.6
6013.5,18.2,28.6,34,23.1,0,90.6,1263,291.7
6014,18.1,28.8,33.9,23.4,0,84.3,1274.9,291.5
6014.5,18.9,29.2,34.2,23.8,0,93.3,1263.8,291
6015,18.9,29.2,35.6,23.6,0,87.6,1303.3,291
6015.5,17.9,28.5,35.4,22.5,0,87.9,1307.3,291.5
6016,16.9,26.9,34.8,21.6,0,105.8,1269.3,292.5
6016.5,15.8,24.5,30.6,19.9,0,121,1273.3,294.6
6017,14.8,22.2,26,18.1,0,129.6,1270.1,303.3
6017.5,14,20.9,24.3,17.2,0,131.7,1271.7,310.6
6018,14,21.6,26,18.2,0,122.4,1282,304.3
6018.5,14.9,23.8,27.6,20,0,117,1302.6,295.4
6019,16.3,26.4,30.9,22.1,0,117.8,1267.7,292.6
6019.5,19,30.7,36.1,25.9,0,114.5,1277.2,291.5
6020,23,37.2,43,31.6,0,108.7,1268.5,290.6
6020.5,25.2,42.2,48.6,37,0,99.9,1270.9,290
6021,25.9,43.9,50.7,38.9,0,91.2,1297,289.9
6021.5,26.1,43.2,49.9,36.2,0,87,1301,290
6022,27,43.4,50.3,35.3,0,81.9,1267.7,290
6022.5,28.2,44.6,51.2,37.9,0,80.9,1267.7,289.8
6023,27.6,44.3,50.5,38.3,0,89.2,1268.5,289.7
6023.5,26.9,43.2,48.1,37.2,0,95.7,1280.4,289.8
6024,26,41.7,46.3,35.8,0,98.9,1301,289.9
6024.5,25,40.3,45.4,34,0,101.6,1301,290.1
6025,24.1,37,43.6,31,0,95.9,1293.9,289.8
6025.5,24.2,33.3,40,28.7,0,90,1279.6,289.4
6026,22.9,31.6,36.9,27.8,0,100.3,1269.3,290
6026.5,20.8,30.9,35.9,26.9,0,104.1,1285.9,291.3
6027,20.3,31,36.2,26.5,0,91.8,1308.9,291.6
6027.5,19.9,31,36.2,25.9,0,95.4,1308.9,291.3
6028,21.6,34.4,40.1,28.9,0,111.4,1281.2,290.8
6028.5,23.7,39,45.1,33.5,0,102.8,1266.9,290.5
6029,23.7,39.2,45.2,33.4,0,91.8,1267.7,290.3
6029.5,23.5,37.1,42.2,31.4,0,107,1279.6,290
6030,22.5,35.1,40.5,29.5,0,126.7,1297.8,290.2
6030.5,21.3,35.2,40.3,28.4,0,134.6,1297.8,290.7
6031,19.4,32.5,39.7,25.8,0,129.9,1277.2,291.2
6031.5,17.9,28.2,33.7,23.2,0,115.4,1277.2,291.6
6032,17.4,26.2,31.5,21.5,0,107.1,1271.7,291.8
6032.5,16.8,25.7,30.3,21,0,112.3,1289.1,292.6
6033,15.8,24.7,29.3,20.1,0,124,1298.6,293.5
6033.5,15.3,23.8,28,19,0,121.8,1297.8,294.2
6034,16.2,25.4,30,21.1,0,110.1,1265.4,293.5
6034.5,19,29.1,36,24.2,0,108.1,1270.9,291.3
6035,20.7,32.1,37.7,26.4,0,107.4,1275.7,290.6
6035.5,19.8,32,39.5,24.2,0,95.8,1290.7,291.2
6036,19.8,32.8,43.1,23.2,0,77.1,1295.4,291.3
6036.5,22.7,35.2,43.7,27.2,0,69.7,1293.1,290.4
6037,23.7,36.9,44.1,30.2,0,76.8,1268.5,290.1
6037.5,24.1,37.1,44.3,30.5,0,81.4,1278,290.4
6038,24.9,37.5,44.9,31.2,0,81.8,1278.8,290
6038.5,24.9,39.2,47.4,32.4,0,88.8,1276.4,289.5
6039,24.5,39.9,48.3,31.4,0,98.4,1305.7,289.5
6039.5,24.2,37.6,47.1,28.3,0,101.7,1299.4,289.7
6040,23.7,35.3,44.8,26.9,0,107.2,1267.7,289.9
6040.5,23.8,35,43.3,28,0,103.8,1280.4,289.7
6041,23.8,36.5,45.1,29.2,0,88.8,1272.5,289.6
6041.5,24,38.9,47.8,30.9,0,74.8,1275.7,289.9
6042,25.9,42.2,51.7,34,0,75.4,1301.8,289.8
6042.5,28.1,45.8,56,36,0,85.8,1297.8,289.5
6043,29.4,47.4,56.5,37.7,0,95.4,1270.1,290.1
6043.5,30,48.5,55.6,40.6,0,99.7,1287.5,294.5
6044,26.5,42.6,49.1,35.7,0,108.5,1297.8,309.2
6044.5,16.9,24.6,30.8,17.3,0,119.2,1301.8,318.1
6045,14.4,20.4,26.3,13.4,0,104.3,1307.3,305.8
6045.5,14.7,21.8,26.8,16.1,0,82.9,1302.6,301.6
6046,16.8,24.8,29.8,19.2,0,74.8,1269.3,307.7
6046.5,25.9,40.2,49.6,32.1,0,74.1,1281.2,305.4
6047,29.4,46.9,56.5,38.8,0,87,1275.7,294.6
6047.5,28.4,45.4,53.1,38.7,0,94.4,1281.2,290.4
6048,29.5,47.7,57.7,40.2,0,95.7,1301.8,289.4
6048.5,30.1,48.1,57.8,40,0,94.4,1302.6,289.3
6049,30.1,47.5,55.2,39.8,0,93.3,1281.2,289.4
6049.5,29.6,47.3,54.9,40.1,0,95.8,1293.9,289.4
6050,29.4,47.5,55.6,40.2,0,99.1,1277.2,289.2
6050.5,29.5,47.7,56.6,39.4,0,98.6,1295.4,289.1
6051,29.4,47.3,56.9,39.2,0,92.9,1308.9,289.3
6051.5,28.9,46.9,55.9,38.3,0,98.9,1308.1,289.4
6052,28.9,47,55.7,40.1,0,106.5,1280.4,289.5
6052.5,29.6,47.1,56,40,0,95.4,1282,289.3
6053,30.5,46.8,55.2,38.9,0,72.2,1277.2,289
6053.5,29.7,46.4,54.3,38.7,0,60.3,1308.1,289.2
6054,28.7,45.6,53.4,38,0,72.1,1312.1,289.6
6054.5,27.5,44.1,51.6,36.9,0,97.1,1308.1,290
6055,25.3,41.1,47.7,34.1,0,109.7,1274.1,290.1
6055.5,22.5,35.8,42.4,29.2,0,101.7,1283.6,290.3
6056,19,29.7,35.5,24.1,0,99.9,1274.1,291.4
6056.5,16.9,26.3,30.4,21.3,0,112.9,1299.4,292.2
6057,17,25.6,28.9,20.2,0,128.5,1308.1,292.2
6057.5,17.3,25.9,29.4,20.6,0,140.8,1298.6,292.1
6058,17.6,27.4,31.1,22,0,134.2,1273.3,291.6
6058.5,19.8,32.2,37,26.7,0,117.3,1293.1,290.8
6059,23.2,38,44.6,32.2,0,99,1283.6,290.3
6059.5,24.8,41,48.4,34.6,0,76.8,1308.9,290.1
6060,24.7,40.6,48.2,33.3,0,63.8,1315.2,290.1
6060.5,23.1,37.5,45.1,31.2,0,70.9,1298.6,290.4
6061,20.9,34.2,40.5,28.7,0,80.2,1267.7,291.1
6061.5,20.3,32.7,37.9,28.3,0,81.1,1285.1,291.4
6062,21,33,39.5,26.6,0,74.9,1274.1,291.3
6062.5,21.6,34,40.9,26.8,0,75.2,1285.1,290.6
6063,22.4,35.4,41.3,29.3,0,86.1,1308.1,290
6063.5,23.4,36.5,42.1,30.9,0,90,1299.4,289.9
6064,23.1,36.2,41.4,30.3,0,90.2,1275.7,290.1
6064.5,22.2,34.4,40.1,28.8,0,87.4,1292.3,290.6
6065,21,33.2,39.1,25.8,0,86.5,1278.8,290.8
6065.5,20.4,32.3,37.1,25.2,0,101.5,1288.3,290.6
6066,20.2,30.9,36.4,25.4,0,110.6,1320,290.9
6066.5,20.7,31.4,37.8,26.3,0,98,1297.8,290.9
6067,21.1,32.8,39.6,27.3,0,86.3,1270.9,290.7
6067.5,21.4,33.2,39.5,27.8,0,96.7,1292.3,290.5
6068,21.7,33.7,39.8,28,0,109.5,1273.3,290.4
6068.5,22.1,35.2,41,30.4,0,112.7,1294.6,290.3
6069,22.7,36.5,42.5,31.6,0,115.6,1302.6,289.8
6069.5,22.7,35.4,41.6,29.6,0,114.6,1278.8,290.1
6070,23.4,35.9,42.4,29.4,0,105.8,1282,290.3
6070.5,24.9,38.1,45.1,31.2,0,95.9,1293.1,290.3
6071,25.6,40.2,46.9,33.8,0,81.5,1279.6,290.1
6071.5,24.5,39.5,46.3,33.5,0,76.7,1290.7,290.1
6072,22.9,37.3,43.8,31,0,89.6,1308.9,290.6
6072.5,22.6,36.3,42.2,29.8,0,94.2,1312.1,290.5
6073,22.1,35,40.8,29.9,0,91.5,1280.4,290.3
6073.5,20.7,32.4,37.4,28.1,0,95.1,1289.9,290.4
6074,19.3,29.9,35,24.6,0,100.9,1283.6,290.7
6074.5,18.7,28.2,33.6,22,0,102,1303.3,291
6075,18.2,27.1,32.7,21.5,0,101.7,1305.7,291.1
6075.5,17.2,25.6,30.6,20.7,0,106.2,1304.1,291.3
6076,16.3,24.9,28.5,19.8,0,96.9,1280.4,293
6076.5,14.9,23.4,27.3,18.9,0,93.4,1289.9,301.1
6077,14.5,21.4,25.5,17.2,0,105.4,1293.1,303.6
6077.5,13.8,20.6,24.8,16.8,0,105.3,1308.1,309.2
6078,12.8,20.3,24.1,16,0,103.8,1320,322.2
6078.5,12.8,19.5,22.7,15.7,0,102.5,1308.1,321.8
6079,12.4,18.5,20.4,16.1,0,90.6,1274.1,328.3
6079.5,11.7,17.6,20,15.9,0,80.7,1293.1,332.3
6080,11.2,16.2,18.6,14,0,84.5,1283.6,332.6
6080.5,11,15.3,17.4,12.9,0,101.3,1310.5,332.7
6081,11,14.6,16.6,12.6,0,125.4,1316.8,333.1
6081.5,9.9,13.5,15.5,11.4,0,138.4,1309.7,333.3
6082,8.7,12.1,14.2,9.5,0,144.6,1271.7,333.2
6082.5,7.9,11.3,12.9,9,0,148.4,1291.5,333.3
6083,7.2,10.7,12.5,8.9,0,148.5,1280.4,333.7
6083.5,6.4,10.3,13,7.8,0,146.9,1310.5,334.1
6084,7.1,10.6,14.3,8.6,0,136,1311.3,334.3
6084.5,7.7,10.7,13.6,8.6,0,126,1289.9,334.6
6085,7.9,11.4,15.6,8.3,0,125,1279.6,334.1
6085.5,9,13.9,20.1,10.2,0,129.7,1290.7,334
6086,9.7,16.7,20.9,12.8,0,133.1,1282.8,340
6086.5,11.8,22.6,26.9,17.4,0,130.1,1313.6,342.2
6087,13.9,23.1,27.8,18.7,0,123.4,1313.6,326.4
6087.5,11.3,17.6,20.8,14.5,0,110.3,1304.9,333
6088,11.3,17.2,19.9,14.2,-2,98.5,1305.7,338.5
6088.5,11.2,15.7,18.7,12.7,0,99.1,1304.1,340.1
6089,11.5,16.3,18.5,13.5,0,111.1,1283.6,342.9
6089.5,14.4,21.1,26.3,17.5,0,129.7,1299.4,333.7
6090,14.2,20.3,25.7,16.7,0,131.3,1318.4,317.7
6090.5,14.8,20.3,25.3,15.9,0,119.4,1282.8,304.5
6091,13.8,20,24.5,14.9,0,121.3,1281.2,316.1
6091.5,12.8,19.6,25,13.9,0,136.3,1291.5,321
6092,12.4,18.2,23.1,13.8,0,141.1,1285.9,322.8
6092.5,11.3,17.1,21.2,14.7,0,128,1300.2,330.4
6093,10.3,16.7,20.5,14.5,0,115.7,1316.8,332
6093.5,9.6,15.8,19.4,13,0,118.2,1287.5,332.4
6094,9.5,14.9,18.9,11.7,0,136.3,1293.9,332.7
6094.5,9.7,14.8,19.3,11.7,0,156,1301.8,332.7
6095,10.2,14.5,18.8,11.3,0,150.9,1286.7,328.6
6095.5,10.8,14.4,18.7,10.7,0,119.2,1310.5,321.8
6096,10.6,14.9,18.6,11.5,0,95.7,1313.6,327.7
6096.5,11.1,15.5,18.9,12.3,0,93.9,1312.1,331.3
6097,11.6,16.1,20.8,13.1,0,99.6,1295.4,327.5
6097.5,12.3,16.7,22.5,13.7,0,115.5,1283.6,321.1
6098,11.8,16.1,21.4,12.4,0,140.9,1285.9,327.7
6098.5,10.5,15.5,20.2,11.3,0,156.2,1306.5,332
6099,9.8,14.7,19.1,12,0,143.3,1309.7,332.6
6099.5,9.7,14.1,19.6,12.1,0,124.4,1308.1,333
6100,9.5,14.5,18.4,10.5,0,119.3,1275.7,333.3
6100.5,9.7,14,16.1,10.4,0,120.4,1283.6,333.4
6101,10.2,14.5,16.9,11.7,0,120.6,1293.1,333.3
6101.5,10.9,15.2,18.3,13.3,0,121.9,1313.6,333.1
6102,12,16.2,19.9,13.3,0,128.2,1312.1,331.3
6102.5,13.3,18,22.1,15.2,0,132.1,1303.3,318.7
6103,15.7,21.7,26.9,18,0,126.2,1282.8,299.7
6103.5,18.2,26.7,32.4,21.6,0,121.1,1291.5,292.7
6104,19.6,30.8,36.3,25.5,0,130.7,1294.6,291.3
6104.5,20.7,32.6,38.3,26.8,0,149.4,1315.2,290.8
6105,22.1,34.7,40,29.1,0,152.8,1326.3,290.3
6105.5,24,37.4,42.6,32.2,0,138.1,1306.5,290.1
6106,23.4,36.4,43.8,29.7,0,128.4,1297,290.3
6106.5,20.9,32.2,39,26,0,124.7,1306.5,291.5
6107,17.8,27.8,33,23.7,0,123.3,1300.2,292.7
6107.5,16.2,25.1,29.6,21.6,0,131.1,1316.8,293.1
6108,15.2,23.2,27.5,19.4,0,143.1,1312.8,299.6
6108.5,13.8,20.7,25.1,15.8,0,138.5,1291.5,318.9
6109,13.2,19,22.7,14.4,0,116.5,1285.1,331.4
6109.5,13.1,18.6,22.9,14.3,0,112.8,1297.8,329.1
6110,13.1,18.5,22.5,15.3,0,126.1,1298.6,323
6110.5,12.2,17.6,21.3,14.8,0,129,1320,329.4
6111,11.5,16.7,21.3,13.9,0,138.4,1317.6,334.1
6111.5,10.9,16.2,20.6,13.4,0,158.6,1286.7,334.4
6112,10.1,16,18.8,12.5,0,175.4,1288.3,334.1
6112.5,10.1,15.9,18.9,12.7,0,173.5,1288.3,333.9
6113,10.4,15.7,18.3,13.1,0,152.4,1290.7,333.8
6113.5,10.3,15.3,17.5,13.2,0,135.5,1312.1,334.2
6114,10.6,15.4,18,13.2,0,118.7,1320.8,334.2
6114.5,10.9,16.1,18.6,12.1,0,106.8,1285.1,333.7
6115,11.4,17,20.7,13,0,99.8,1289.9,333.1
6115.5,11.7,17.1,21.5,13.9,0,94.2,1285.9,332.8
6116,11.6,17.3,22.8,13.7,0,97.7,1282,332.4
6116.5,12.4,18.9,24.8,12.2,0,101,1304.1,326.2
6117,14.9,19.8,25.5,15,0,101.7,1308.9,312.5
6117.5,13.2,18.5,23.4,15.4,0,105.2,1276.4,319.3
6118,11.2,16.4,20,13.9,0,106,1293.9,330.8
6118.5,11.1,15.8,19,13.6,0,118.7,1284.4,333
6119,10.8,15.8,19.1,13.2,0,134.3,1289.9,332.8
6119.5,10.5,15.4,19,11.9,0,125.8,1313.6,332.2
6120,11.2,16.1,19.9,12.2,0,111.7,1317.6,332.1
6120.5,11.4,17.1,20.9,12.2,0,121.3,1279.6,332.5
6121,11.6,17.8,21.5,13.9,0,129.1,1294.6,332.7
6121.5,11.6,16.7,20.2,13.3,0,121.1,1289.9,332.4
6122,11.5,16,20,12.9,0,112.9,1297,332.2
6122.5,11.9,17.1,21,12.9,0,112.7,1313.6,332.1
6123,12.6,17.2,21.2,13.9,0,121,1319.2,328.3
6123.5,13.2,17.2,21,13.9,0,135.4,1303.3,321.6
6124,13,18.5,22.6,14.8,0,145.6,1304.1,322.2
6124.5,14.6,20.4,23.8,17.3,0,133.5,1285.9,307.1
6125,16.2,22.6,25.8,19.3,0,115.3,1297,294.2
6125.5,15.8,23.1,26.2,19.7,0,110,1320,292.9
6126,15.4,23.1,27.2,19.3,0,117.7,1323.9,294.5
6126.5,14.5,22.6,25.8,19,0,126.2,1304.1,305.8
6127,13.7,21.6,24.1,18.3,0,123.7,1290.7,316.4
6127.5,14.1,22.6,25.9,19.9,0,122.1,1293.9,309.4
6128,15.5,25,28.7,22.6,0,130.9,1302.6,297.5
6128.5,16.8,27.3,30.6,24.2,0,142.6,1323.9,292.7
6129,17.9,28.6,32.9,25.3,0,152.4,1321.6,295.3
6129.5,17.2,30.3,34.5,24.9,0,160.4,1293.1,304.9
6130,15,31,35.5,21.8,0,146.1,1286.7,315.7
6130.5,12.7,22.8,27.1,16.9,0,129.2,1288.3,319.9
6131,14.1,21.8,25.2,18.1,0,122.9,1316.8,306.3
6131.5,14.1,22,26.3,17.8,0,133.6,1316.8,306.8
6132,16,25.2,30,20.4,0,158.1,1314.4,318.7
6132.5,26.5,42.2,49,36,0,165.3,1285.9,309.2
6133,29.6,47.5,55.5,40.3,0,150.9,1300.2,294.2
6133.5,24.9,39.6,47.9,32,0,139.7,1295.4,290.4
6134,22.7,35.5,43.5,28.5,0,144.3,1291.5,290.7
6134.5,22.1,34.3,41.5,27.7,0,154.7,1310.5,290.9
6135,22,33.9,40.6,27.8,0,150.3,1316,290.5
6135.5,21.7,33.1,39.1,27,0,132.2,1290.7,290.1
6136,21.9,32.8,39,27.2,0,119.2,1293.9,289.9
6136.5,21.6,32.6,39.6,27.2,0,124.2,1301,290.1
6137,19.2,30.6,37.7,25.8,0,132.3,1300.2,292.8
6137.5,16,27.8,33.8,22.9,0,136.8,1327.9,301.4
6138,15.1,24.8,29.4,20,0,141,1316,301.8
6138.5,15.6,23.2,27.2,18.5,0,137.5,1285.1,294.7
6139,15,22.7,25.2,19.6,0,136.5,1305.7,292.9
6139.5,14.5,22.2,24.3,17.7,0,136.2,1296.2,293.1
6140,14.2,22.3,26.7,17,0,121.6,1298.6,299.8
6140.5,13.1,21.3,26.9,17.2,0,110.1,1323.9,318.8
6141,12.4,20,25.3,16.3,0,113.4,1315.2,331.3
6141.5,11.4,18.2,23.4,13.9,0,121.4,1287.5,332.7
6142,10.7,17.5,22.7,12.9,0,136.9,1306.5,332.3
6142.5,11.5,18.4,23.4,12.9,0,139.2,1292.3,330.6
6143,13.4,20.7,25.1,14.3,0,123.9,1299.4,317.9
6143.5,15.3,23.2,27.2,18.4,0,118.1,1329.5,298.4
6144,16.1,24.1,27.9,19.8,0,133.5,1327.9,292.2
6144.5,15.9,22.9,27,19.4,0,142.6,1295.4,294
6145,14.1,21.1,24.7,18,0,128.8,1304.1,307.7
6145.5,11.1,18.1,22.5,14.3,0,120.8,1292.3,327.2
6146,9.4,14.5,18.8,10.7,0,130.5,1312.1,333.1
6146.5,8.9,12.1,15.9,9.5,0,145,1330.3,333.2
6147,9.1,12.5,15.8,10.3,0,148.4,1332.6,333
6147.5,9.7,14,16.4,10.5,0,143.5,1301.8,333
6148,11.1,15.7,18.2,12.8,0,142.6,1308.1,332.8
6148.5,12.2,17.9,21.6,14.8,0,145.2,1297.8,330.8
6149,13.2,19.9,24.9,15.4,0,137.9,1315.2,318.5
6149.5,15.1,23.2,28.5,17.9,0,119.9,1322.3,299.3
6150,18,27.2,32.9,21.8,0,103.7,1326.3,292.3
6150.5,20,29,34.5,23.8,0,108.1,1293.9,291.6
6151,18.9,28.1,31.7,23.4,0,114.1,1308.9,291.7
6151.5,17.3,26.2,29.1,23.7,0,110,1289.9,292.9
6152,16.5,24.4,26.6,22,0,115.8,1315.2,294.3
6152.5,16.2,23.7,26.4,20.8,0,116.3,1293.9,294.1
6153,16.3,23.9,26.5,20.2,0,107,1286.7,293.5
6153.5,16.7,26.3,30,22.6,0,110.8,1286.7,293.4
6154,19,29.9,35.1,26.5,0,129,1297.8,292.3
6154.5,22.7,34.4,41.2,29.7,0,140.4,1296.2,290.5
6155,24.4,37.4,43,33.6,0,141.1,1316.8,290
6155.5,23.6,37.5,42.6,34.3,0,128.6,1330.3,290.3
6156,22.5,36.5,42.6,31.8,0,97.4,1327.9,290.5
6156.5,22.9,37.9,45,32.8,0,75.7,1297.8,290.1
6157,23.8,39.2,43.5,35.4,0,77.6,1304.1,289.9
6157.5,23.3,37.4,41.6,33.2,0,83,1297,290.1
6158,24.3,38.8,43.9,33.9,0,93.1,1316.8,289.9
6158.5,27.8,44.6,50.3,38.5,0,101.2,1325.5,289.3
6159,29,46.8,54,40.5,0,102.1,1323.1,288.9
6159.5,27.9,44.6,51.2,39.2,0,106.5,1295.4,288.8
6160,25.5,40.1,47.2,34.3,0,101.4,1314.4,289
6160.5,23.3,37,43.1,31.2,0,86.9,1304.9,290
6161,23,36.9,41.9,30.9,0,74.7,1324.7,290.5
6161.5,24.9,39.6,45.2,33.9,0,80.5,1327.9,290
6162,27.6,43.3,49.3,37.2,0,110.8,1316,288.6
6162.5,29.9,47.6,53.5,42,0,132.5,1286.7,288.8
6163,29.8,48.1,53.3,42.8,0,128.8,1298.6,289.3
6163.5,29.5,47.4,52.7,41.3,0,118.3,1293.9,289.1
6164,29.9,47.3,54.4,40.3,0,110.5,1298.6,288.8
6164.5,30.4,47.8,55.8,40.3,0,112.5,1326.3,289.3
6165,29.7,48.1,56.2,40.6,0,118.4,1313.6,289.7
6165.5,28.7,46.6,55,38.3,0,129.2,1294.6,289.9
6166,27.1,44,53.2,35.1,0,148,1306.5,289.7
6166.5,26.6,43.7,52.7,35.5,0,151.8,1299.4,289.5
6167,27,44.3,51.8,37,0,128.9,1317.6,289.9
6167.5,27.2,44.6,51.8,37.9,0,92.8,1333.4,289.8
6168,27.5,44.6,51.4,38.1,0,71.9,1312.1,289.4
6168.5,28,45,52.7,37.8,0,70.9,1299.4,289.2
6169,28.9,46.6,55.2,39.3,0,76.5,1307.3,289.4
6169.5,28.5,45.7,53.6,39.9,0,86.6,1291.5,289.8
6170,26.4,42.1,50.5,36.3,0,101.5,1315.2,289.6
6170.5,24.1,39.3,47.7,32.8,0,110.3,1323.1,289.3
6171,23.3,38.2,47.1,31.6,0,114.1,1302.6,287.3
6171.5,23.1,35.5,43.4,27.4,0,115.2,1297,287.3
6172,19.2,29.7,35.4,23.7,0,107.6,1304.1,308.8
6172.5,15.2,24.2,28.6,20.1,0,103,1297.8,318.8
6173,15.3,24.2,27.5,21.4,0,113,1315.2,306.7
6173.5,14.2,22.4,25,20,0,124.5,1328.7,312.9
6174,15.8,24.7,26.9,22.3,0,128.2,1323.9,318.5
6174.5,20.4,31.6,35,28.2,0,124.9,1313.6,301.4
6175,24.8,40.1,44.1,35.8,0,116.4,1308.9,291.9
6175.5,30.4,51.4,57.7,45.2,0,94.8,1301.8,290.1
6176,33.2,56.5,64.3,48.6,0,78.8,1319.2,289.8
6176.5,34.2,56.6,64.5,47.8,0,78,1331.8,289.4
